1. [1] Dolo 650 650mg | Tablet | Micro Labs
2680. [2680] Penlukast ER 2.5mg | Capsule | Aristo
2681. [2681] Dacstin 2gm | Drops | Cipla
2682. [2682] Penlol D 20ml | Capsule | Aurobindo
2683. [2683] Dorizolid 2gm | Tablet | Mankind
2684. [2684] Releformin 800mg | Ointment | Emcure
2685. [2685] Amlstatin A 2gm | Powder | Alembic
2686. [2686] Methmicin O 200mcg | Tablet | Mankind
2687. [2687] Atorfungin Plus 650mg | Sachet | Cipla
2688. [2688] Clavcet 400mg | Inhaler | Wockhardt
2689. [2689] Amoxzolam M 2.5mg | Inhaler | GSK
2690. [2690] Merozolam ER 2gm | Ointment | Torrent
2691. [2691] Clinfungin A 75mg | Cream | Cipla
2692. [2692] Biasolone 2mg | Injection | Abbott
2693. [2693] Empbuvir 650mg | Drops | USV
2694. [2694] Avipenem 650mg | Cream | Aurobindo
2695. [2695] Famral 40mg | Injection | Ipca
2696. [2696] Tensetron 5mg | Cream | Sanofi
2697. [2697] Acicoxib 10ml | Drops | Emcure
2698. [2698] Cetmycin 650mg | Sachet | Zydus Cadila
2699. [2699] Biaprevir ER 2.5mg | Syrup | Ipca
2700. [2700] Acifenac 0.5mg | Syrup | Glenmark
2701. [2701] Linma 10ml | Drops | GSK
2702. [2702] Ertabactam D 150mg | Powder | Novartis
2703. [2703] Vancformin M 500mg | Injection | USV
2704. [2704] Ampzole 100mg | Injection | Alembic
2705. [2705] Pipxicam 40mg | Injection | Biocon
2706. [2706] Metkast Plus 20ml | Capsule | Abbott
2707. [2707] Imiral 1mg | Capsule | Biocon
2708. [2708] Acinide ER 800mg | Injection | Sanofi
2709. [2709] Amldone 150mg | Tablet | Alembic
2710. [2710] Cefsolone Forte 650mg | Inhaler | Aurobindo
2711. [2711] Triloprazole Plus 40mg | Powder | GSK
2712. [2712] Gancoxib 400mg | Injection | Aurobindo
2713. [2713] Piptine 400mg | Injection | Glenmark
2714. [2714] Tazzepam M 800mg | Ointment | Biocon
2715. [2715] Metma 1gm | Inhaler | Pfizer
2716. [2716] Foslone 75mg | Syrup | GSK
2717. [2717] Pippitant 150mg | Ointment | Micro Labs
2718. [2718] Vabodipine 10ml | Inhaler | Macleods
2719. [2719] Metsartan SR 75mg | Powder | Novartis
2720. [2720] Sanopril 2gm | Syrup | GSK
2721. [2721] Acixicam ER 1mg | Ointment | Wockhardt
2722. [2722] Tazlone A 150mg | Syrup | GSK
2723. [2723] Omemine 40mg | Ointment | Pfizer
2724. [2724] Pivzolam 200mcg | Cream | Serum Institute
2725. [2725] Imilone O 20ml | Sachet | Glenmark
2726. [2726] Biacycline 5ml | Sachet | J.B. Chemicals
2727. [2727] Dacmicin 40mg | Syrup | GSK
2728. [2728] Tazmicin 500mg | Inhaler | Biocon
2729. [2729] Telpraz 20ml | Inhaler | Novartis
2730. [2730] Nafsone 50mg | Drops | Aurobindo
2731. [2731] Telfungin D 0.5mg | Tablet | Novartis
2732. [2732] Piplukast 1mg | Drops | Alembic
2733. [2733] Montline 10ml | Powder | Intas
2734. [2734] Valmine SR 250mg | Sachet | Alembic
2735. [2735] Doriclav 2.5mg | Inhaler | Micro Labs
2736. [2736] Biaformin A 800mg | Syrup | Alkem
2737. [2737] Tazokacin 400mg | Powder | Biocon
2738. [2738] Panitidine 100mg | Cream | Intas
2739. [2739] Sanolam 40mg | Syrup | Aurobindo
2740. [2740] Metconazole ER 2.5mg | Capsule | Ipca
2741. [2741] Rosucillin SR 5mg | Inhaler | Torrent
2742. [2742] Doridipine 100mg | Capsule | Intas
2743. [2743] Amldipine ER 20mg | Ointment | FDC
2744. [2744] Clinvir Forte 10mg | Cream | Pfizer
2745. [2745] Biagliptin 1000mg | Syrup | Biocon
2746. [2746] Tazsone 20ml | Tablet | USV
2747. [2747] Soffine Plus 10ml | Powder | USV
2748. [2748] Avizolam ER 100mcg | Syrup | Wockhardt
2749. [2749] Avima 200mg | Sachet | Cipla
2750. [2750] Velzine ER 500mg | Syrup | Mankind
2751. [2751] Acipitant 50mg | Sachet | Biocon
2752. [2752] Tazomicin Forte 250mg | Capsule | Serum Institute
2753. [2753] Tigepine 1gm | Injection | Macleods
2754. [2754] Tazmicin 75mg | Injection | Zydus Cadila
2755. [2755] Valflozin D 75mg | Syrup | FDC
2756. [2756] Imiox 2mg | Injection | Biocon
2757. [2757] Dicloral ER 20mg | Capsule | J.B. Chemicals
2758. [2758] Ticastin M 5ml | Tablet | Emcure
2759. [2759] Lineterol A 25mg | Drops | Dr. Reddys
2760. [2760] Ticamycin D 650mg | Capsule | Mankind
2761. [2761] Cilvir 2mg | Drops | Ipca
2762. [2762] Metvir 250mg | Sachet | Novartis
2763. [2763] Montflozin 1mg | Syrup | Alembic
2764. [2764] Tigeprevir 100mcg | Cream | FDC
2765. [2765] Colpril ER 0.5mg | Drops | Sanofi
2766. [2766] Cidvir 100mcg | Cream | Zydus Cadila
2767. [2767] Paraprofen Forte 400mg | Capsule | Abbott
2768. [2768] Tazoclav D 800mg | Injection | Biocon
2769. [2769] Ledxicam A 5ml | Powder | Intas
2770. [2770] Methformin O 25mg | Capsule | Aristo
2771. [2771] Cildone SR 150mg | Powder | Sanofi
2772. [2772] Telmicin 75mg | Powder | Alkem
2773. [2773] Panibactam 2.5mg | Syrup | Serum Institute
2774. [2774] Rosulol 250mg | Powder | FDC
2775. [2775] Tendone 0.5mg | Injection | Aristo
2776. [2776] Aviasvir Plus 2mg | Powder | Lupin
2777. [2777] Ribaxacin 150mg | Cream | Serum Institute
2778. [2778] Famox Plus 5ml | Ointment | FDC
2779. [2779] Sitvir 100mg | Injection | Glenmark
2780. [2780] Trilofungin 2.5mg | Powder | Alembic
2781. [2781] Teltidine 100mcg | Cream | Glenmark
2782. [2782] Ertalam 25mg | Powder | Cipla
2783. [2783] Glimpril D 200mcg | Syrup | Wockhardt
2784. [2784] Ampformin 0.5mg | Sachet | Sun Pharma
2785. [2785] Relecoxib Forte 100mg | Ointment | Glenmark
2786. [2786] Meroflozin O 0.5mg | Capsule | Alembic
2787. [2787] Empxicam Plus 0.5mg | Drops | Novartis
2788. [2788] Ribastatin 5mg | Tablet | Emcure
2789. [2789] Tenxicam A 100mg | Syrup | Emcure
2790. [2790] Fosmicin 2mg | Capsule | Wockhardt
2791. [2791] Doriconazole 100mg | Injection | FDC
2792. [2792] Sanolam ER 250mg | Capsule | Ipca
2793. [2793] Ribapium 40mg | Sachet | Alembic
2794. [2794] Ertasartan 100mcg | Cream | Biocon
2795. [2795] Levzosin Plus 250mg | Syrup | Novartis
2796. [2796] Famzolid 1gm | Injection | Intas
2797. [2797] Atorprofen D 1mg | Sachet | Abbott
2798. [2798] Lineline A 200mg | Sachet | Serum Institute
2799. [2799] Nafdipine Plus 40mg | Injection | Cipla
2800. [2800] Novetidine 20mg | Ointment | Lupin
2801. [2801] Rabprofen 500mg | Drops | USV
2802. [2802] Vildstin 5ml | Tablet | GSK
2803. [2803] Trilotidine 0.5mg | Powder | Macleods
2804. [2804] Sulconazole D 50mcg | Cream | Dr. Reddys
2805. [2805] Carbpitant 150mg | Sachet | Aristo
2806. [2806] Tazotine 10mg | Cream | Glenmark
2807. [2807] Parama 400mg | Cream | Emcure
2808. [2808] Telkacin O 100mcg | Ointment | Aurobindo
2809. [2809] Methlukast 800mg | Cream | FDC
2810. [2810] Panfine ER 20ml | Powder | Biocon
2811. [2811] Dacmycin D 150mg | Inhaler | Biocon
2812. [2812] Tazlukast ER 50mcg | Syrup | Novartis
2813. [2813] Velpiride Forte 10mg | Injection | Novartis
2814. [2814] Clinpraz 2gm | Cream | Novartis
2815. [2815] Valformin 650mg | Injection | Biocon
2816. [2816] Montpenem Forte 50mcg | Inhaler | Lupin
2817. [2817] Sitnide 10ml | Injection | Dr. Reddys
2818. [2818] Biaxacin O 100mcg | Ointment | USV
2819. [2819] Novezepam SR 1mg | Capsule | Alembic
2820. [2820] Amoxlam SR 800mg | Inhaler | Novartis
2821. [2821] Amlmine 250mg | Inhaler | Ipca
2822. [2822] Vanctine Plus 650mg | Capsule | Intas
2823. [2823] Avitidine 20ml | Syrup | Cipla
2824. [2824] Tenmine Forte 200mcg | Powder | Zydus Cadila
2825. [2825] Sofma Forte 100mg | Powder | GSK
2826. [2826] Ledxicam 5ml | Injection | Biocon
2827. [2827] Amlzine A 250mg | Powder | Alembic
2828. [2828] Ticapiride 50mg | Capsule | Alkem
2829. [2829] Tigesetron 800mg | Injection | Emcure
2830. [2830] Oxadone 800mg | Cream | Sun Pharma
2831. [2831] Sofkast D 10ml | Tablet | Alkem
2832. [2832] Oxalam 100mcg | Cream | Aurobindo
2833. [2833] Meromycin SR 250mg | Capsule | FDC
2834. [2834] Velxacin 25mg | Drops | Intas
2835. [2835] Empstin 200mg | Injection | Wockhardt
2836. [2836] Pivstin Plus 75mg | Drops | Micro Labs
2837. [2837] Novexicam 1mg | Ointment | Pfizer
2838. [2838] Valdoc SR 5mg | Injection | Emcure
2839. [2839] Telpride 50mg | Ointment | Macleods
2840. [2840] Novezine 10ml | Injection | Torrent
2841. [2841] Cetpenem M 200mcg | Injection | Aurobindo
2842. [2842] Ledcycline 10ml | Cream | FDC
2843. [2843] Pivpam M 100mg | Syrup | Pfizer
2844. [2844] Dapsetron 200mg | Syrup | Abbott
2845. [2845] Azithral 2gm | Ointment | Aristo
2846. [2846] Vabofungin 50mg | Capsule | Zydus Cadila
2847. [2847] Rosulone 40mg | Inhaler | Ipca
2848. [2848] Levpiride 2mg | Cream | Lupin
2849. [2849] Amoclav D 200mg | Powder | J.B. Chemicals
2850. [2850] Paragliptin 2gm | Sachet | Lupin
2851. [2851] Clinbactam D 1000mg | Sachet | Cipla
2852. [2852] Azloformin Plus 1gm | Injection | Emcure
2853. [2853] Ribaconazole 2.5mg | Syrup | Glenmark
2854. [2854] Fampitant 75mg | Ointment | Biocon
2855. [2855] Atordipine 5mg | Ointment | Aristo
2856. [2856] Rabpium SR 20mg | Capsule | Sanofi
2857. [2857] Azithline 200mcg | Capsule | Wockhardt
2858. [2858] Parama O 500mg | Powder | Abbott
2859. [2859] Cloxzosin 100mg | Inhaler | USV
2860. [2860] Doriflozin D 10ml | Syrup | J.B. Chemicals
2861. [2861] Tazopride ER 25mg | Powder | Biocon
2862. [2862] Valconazole O 650mg | Sachet | Sun Pharma
2863. [2863] Azithstatin Forte 2.5mg | Tablet | Zydus Cadila
2864. [2864] Triloterol Plus 1gm | Powder | Novartis
2865. [2865] Relemicin 5mg | Injection | Aurobindo
2866. [2866] Penpam 20ml | Injection | Ipca
2867. [2867] Ribaprevir 2.5mg | Inhaler | Glenmark
2868. [2868] Meropraz 2mg | Drops | Emcure
2869. [2869] Ganlone Plus 20mg | Inhaler | GSK
2870. [2870] Ganstatin Forte 20ml | Sachet | Alembic
2871. [2871] Atornide 400mg | Tablet | Sanofi
2872. [2872] Fospril Forte 1gm | Drops | Pfizer
2873. [2873] Cidsolone 5ml | Syrup | Torrent
2874. [2874] Dapbactam ER 20mg | Cream | Alembic
2875. [2875] Doriconazole 25mg | Cream | Intas
2876. [2876] Sanoox 50mcg | Drops | Serum Institute
2877. [2877] Parapam 20mg | Ointment | Macleods
2878. [2878] Rabpitant 50mg | Syrup | Aristo
2879. [2879] Atorpenem 500mg | Powder | Dr. Reddys
2880. [2880] Rabstatin 40mg | Cream | Dr. Reddys
2881. [2881] Sitpram A 800mg | Powder | Mankind
2882. [2882] Rosudipine M 5mg | Syrup | Alembic
2883. [2883] Glimxacin 2gm | Syrup | Serum Institute
2884. [2884] Methterol Plus 5ml | Powder | Alembic
2885. [2885] Penformin M 5mg | Inhaler | Pfizer
2886. [2886] Ampcoxib 20ml | Ointment | Alkem
2887. [2887] Azithkacin A 10ml | Inhaler | Biocon
2888. [2888] Tengliptin 1mg | Inhaler | J.B. Chemicals
2889. [2889] Rablam 50mg | Drops | Alembic
2890. [2890] Rosuprazole 1gm | Ointment | Ipca
2891. [2891] Diclozine 200mcg | Syrup | Intas
2892. [2892] Avicillin 100mg | Drops | FDC
2893. [2893] Empzepam 1mg | Cream | Macleods
2894. [2894] Noveral A 200mcg | Drops | Intas
2895. [2895] Oxaconazole D 150mg | Cream | FDC
2896. [2896] Biagliptin Plus 500mg | Syrup | Ipca
2897. [2897] Glimfungin SR 250mg | Powder | Alkem
2898. [2898] Cefclav D 10mg | Tablet | Alembic
2899. [2899] Clinxicam 2.5mg | Inhaler | Sanofi
2900. [2900] Telbuvir ER 250mg | Ointment | Macleods
2901. [2901] Telzepam O 50mg | Drops | Pfizer
2902. [2902] Pivtine 1000mg | Tablet | Pfizer
2903. [2903] Pendoc 20ml | Inhaler | Intas
2904. [2904] Velox ER 800mg | Injection | Novartis
2905. [2905] Panicycline 400mg | Capsule | Alembic
2906. [2906] Clinox SR 2mg | Syrup | Biocon
2907. [2907] Valfungin Plus 400mg | Sachet | FDC
2908. [2908] Cefprofen D 50mg | Powder | Sun Pharma
2909. [2909] Amlpam Plus 5ml | Capsule | Novartis
2910. [2910] Aviprazole A 2mg | Drops | Abbott
2911. [2911] Valsone 20ml | Capsule | Intas
2912. [2912] Amlstatin D 800mg | Syrup | Emcure
2913. [2913] Tazopril O 150mg | Drops | Emcure
2914. [2914] Novedoc 5ml | Cream | Aristo
2915. [2915] Imilone Plus 250mg | Ointment | Abbott
2916. [2916] Ribamicin 20mg | Inhaler | FDC
2917. [2917] Rabxacin O 20ml | Powder | Lupin
2918. [2918] Telzepam 10ml | Tablet | Biocon
2919. [2919] Daptidine 40mg | Sachet | Macleods
2920. [2920] Tazodoc D 5mg | Inhaler | Cipla
2921. [2921] Sofzolid O 5mg | Powder | J.B. Chemicals
2922. [2922] Cilzole M 500mg | Powder | Biocon
2923. [2923] Dicloprazole 0.5mg | Syrup | Novartis
2924. [2924] Cidpam D 5mg | Sachet | Alembic
2925. [2925] Rosufenac 400mg | Inhaler | Torrent
2926. [2926] Colma Forte 20mg | Capsule | Novartis
2927. [2927] Vabozosin 2.5mg | Syrup | J.B. Chemicals
2928. [2928] Azloprazole Forte 25mg | Sachet | Alembic
2929. [2929] Atorstatin D 2.5mg | Sachet | Intas
2930. [2930] Metpine 1gm | Ointment | Sanofi
2931. [2931] Tigelol 5mg | Syrup | GSK
2932. [2932] Avigliptin Plus 5ml | Cream | Intas
2933. [2933] Sofmine ER 2gm | Inhaler | Cipla
2934. [2934] Cloxprazole 10ml | Capsule | Serum Institute
2935. [2935] Pancillin A 25mg | Capsule | Ipca
2936. [2936] Cefbuvir 100mcg | Inhaler | Biocon
2937. [2937] Famzepam 2gm | Tablet | Novartis
2938. [2938] Gandoc 0.5mg | Injection | J.B. Chemicals
2939. [2939] Meroma O 50mg | Drops | Macleods
2940. [2940] Ticalone 5ml | Ointment | Dr. Reddys
2941. [2941] Dapterol 25mg | Sachet | Serum Institute
2942. [2942] Acipril ER 5mg | Tablet | Lupin
2943. [2943] Foszolam O 5mg | Ointment | Alembic
2944. [2944] Nafsone 25mg | Ointment | Macleods
2945. [2945] Trilopride 20ml | Drops | J.B. Chemicals
2946. [2946] Tigemycin ER 50mg | Injection | Zydus Cadila
2947. [2947] Amoox A 200mg | Syrup | Sanofi
2948. [2948] Cilline Forte 500mg | Drops | Wockhardt
2949. [2949] Ampbactam 250mg | Powder | Serum Institute
2950. [2950] Pipzolid D 10ml | Drops | Macleods
2951. [2951] Telzolid ER 2gm | Syrup | Abbott
2952. [2952] Velstatin 2mg | Capsule | Dr. Reddys
2953. [2953] Dappenem 2.5mg | Powder | Macleods
2954. [2954] Tazostatin O 800mg | Capsule | FDC
2955. [2955] Panpitant 200mg | Capsule | Sanofi
2956. [2956] Ertanide O 1mg | Syrup | Ipca
2957. [2957] Famlukast 50mcg | Tablet | Aurobindo
2958. [2958] Meropram M 200mg | Cream | Serum Institute
2959. [2959] Daplol 800mg | Inhaler | Wockhardt
2960. [2960] Panicillin Plus 20mg | Tablet | Glenmark
2961. [2961] Ticabuvir M 100mg | Injection | Wockhardt
2962. [2962] Pivcycline 0.5mg | Tablet | Mankind
2963. [2963] Montprofen 50mg | Powder | Zydus Cadila
2964. [2964] Telmine SR 5ml | Tablet | Aurobindo
2965. [2965] Ampral 75mg | Cream | Wockhardt
2966. [2966] Dapxicam M 500mg | Cream | Mankind
2967. [2967] Cidfungin 20ml | Powder | Abbott
2968. [2968] Relepride O 25mg | Tablet | Intas
2969. [2969] Panixacin O 10ml | Injection | Glenmark
2970. [2970] Vancmine M 20mg | Powder | Torrent
2971. [2971] Colconazole Plus 200mcg | Sachet | Aristo
2972. [2972] Oxaterol SR 40mg | Syrup | Abbott
2973. [2973] Valcoxib 500mg | Cream | Sun Pharma
2974. [2974] Linfungin 75mg | Drops | Macleods
2975. [2975] Trilolam 20mg | Injection | Aristo
2976. [2976] Novefenac 1000mg | Sachet | Torrent
2977. [2977] Methsartan 2.5mg | Injection | Cipla
2978. [2978] Panicycline SR 100mcg | Powder | Cipla
2979. [2979] Famvir 5mg | Powder | Aurobindo
2980. [2980] Ciltidine 1mg | Drops | Aristo
2981. [2981] Tazxacin 1mg | Drops | FDC
2982. [2982] Tenkast Forte 50mcg | Drops | Ipca
2983. [2983] Famtidine Forte 5ml | Injection | Abbott
2984. [2984] Valmicin 75mg | Ointment | Ipca
2985. [2985] Amlstatin 20mg | Capsule | Aristo
2986. [2986] Omemicin ER 10mg | Ointment | Glenmark
2987. [2987] Amoxpiride 75mg | Tablet | USV
2988. [2988] Rosucet 20mg | Capsule | Abbott
2989. [2989] Glimmine O 5mg | Ointment | Micro Labs
2990. [2990] Dacterol 500mg | Drops | FDC
2991. [2991] Diclocet SR 2.5mg | Injection | Abbott
2992. [2992] Azlopium A 2.5mg | Inhaler | Wockhardt
2993. [2993] Tazma 50mcg | Inhaler | Lupin
2994. [2994] Avixacin O 20ml | Syrup | Pfizer
2995. [2995] Ertamycin Plus 25mg | Powder | GSK
2996. [2996] Parasone Plus 250mg | Sachet | USV
2997. [2997] Vancsone ER 1gm | Inhaler | Torrent
2998. [2998] Avilam Forte 20mg | Cream | Sanofi
2999. [2999] Triloprofen SR 20ml | Tablet | Glenmark
3000. [3000] Biaterol O 1gm | Inhaler | FDC
3001. [3001] Trilosone SR 5mg | Syrup | Cipla
3002. [3002] Colkast Forte 20mg | Drops | Biocon
3003. [3003] Cefterol A 25mg | Capsule | Torrent
3004. [3004] Nafstin 1gm | Syrup | Cipla
3005. [3005] Parazolid ER 20ml | Tablet | Ipca
3006. [3006] Levpenem 500mg | Inhaler | Aristo
3007. [3007] Ledma 25mg | Ointment | J.B. Chemicals
3008. [3008] Acistatin A 5ml | Inhaler | USV
3009. [3009] Glimpenem 200mg | Powder | Abbott
3010. [3010] Azithmicin 25mg | Ointment | Emcure
3011. [3011] Tazomycin D 1000mg | Syrup | Serum Institute
3012. [3012] Cefpitant Forte 1000mg | Capsule | Emcure
3013. [3013] Famdoc Forte 50mcg | Powder | Torrent
3014. [3014] Bactidine D 20mg | Capsule | Alembic
3015. [3015] Emppitant 10ml | Cream | Intas
3016. [3016] Erybactam 10mg | Capsule | USV
3017. [3017] Cefpine 100mcg | Cream | Wockhardt
3018. [3018] Amlfine 0.5mg | Sachet | Ipca
3019. [3019] Doriprevir ER 20ml | Tablet | Glenmark
3020. [3020] Imiflozin M 5mg | Injection | Macleods
3021. [3021] Novefungin O 2mg | Ointment | Pfizer
3022. [3022] Amoasvir O 40mg | Drops | Sun Pharma
3023. [3023] Atordipine 100mcg | Syrup | Intas
3024. [3024] Cidconazole 10ml | Ointment | Intas
3025. [3025] Vildtidine 20ml | Ointment | Serum Institute
3026. [3026] Glimconazole 650mg | Injection | Micro Labs
3027. [3027] Linesolone 40mg | Tablet | Serum Institute
3028. [3028] Azithstin 400mg | Inhaler | Mankind
3029. [3029] Telprofen A 5mg | Cream | Novartis
3030. [3030] Ticaxacin 150mg | Ointment | Cipla
3031. [3031] Relefungin Forte 0.5mg | Injection | Abbott
3032. [3032] Coltidine 150mg | Ointment | Intas
3033. [3033] Cilcycline 75mg | Ointment | Novartis
3034. [3034] Pivmycin 150mg | Powder | Sun Pharma
3035. [3035] Fossolone ER 2mg | Tablet | Pfizer
3036. [3036] Trilozole M 0.5mg | Injection | FDC
3037. [3037] Gansolone SR 800mg | Capsule | Macleods
3038. [3038] Colbuvir M 800mg | Tablet | Alembic
3039. [3039] Tazgliptin 400mg | Ointment | Biocon
3040. [3040] Imilukast ER 650mg | Ointment | Alembic
3041. [3041] Baclol ER 1000mg | Tablet | Aristo
3042. [3042] Velral 20ml | Powder | Emcure
3043. [3043] Dorinide ER 10ml | Sachet | Sun Pharma
3044. [3044] Rabox 2mg | Injection | Pfizer
3045. [3045] Tazcycline A 800mg | Drops | Sanofi
3046. [3046] Merocoxib A 100mcg | Cream | Sanofi
3047. [3047] Velpraz O 5mg | Tablet | Glenmark
3048. [3048] Azlocoxib 1gm | Ointment | Alembic
3049. [3049] Emppiride Forte 10ml | Cream | Cipla
3050. [3050] Metstin A 2gm | Powder | Glenmark
3051. [3051] Ampfine O 5ml | Injection | Sanofi
3052. [3052] Levbuvir 100mg | Injection | J.B. Chemicals
3053. [3053] Foskacin 2.5mg | Injection | GSK
3054. [3054] Releterol 2.5mg | Inhaler | Serum Institute
3055. [3055] Bacbactam Plus 75mg | Syrup | Sun Pharma
3056. [3056] Lincoxib D 0.5mg | Cream | Sun Pharma
3057. [3057] Fospraz O 20ml | Drops | Macleods
3058. [3058] Cilox 5ml | Ointment | Mankind
3059. [3059] Taztidine D 1mg | Powder | Glenmark
3060. [3060] Metcoxib Plus 20mg | Capsule | Lupin
3061. [3061] Dapcet ER 50mg | Ointment | Wockhardt
3062. [3062] Valterol Plus 150mg | Inhaler | Cipla
3063. [3063] Daclam Forte 1mg | Tablet | Cipla
3064. [3064] Baczolid 50mg | Injection | Emcure
3065. [3065] Levflozin SR 100mg | Drops | Glenmark
3066. [3066] Meroasvir M 20ml | Tablet | FDC
3067. [3067] Imima 10ml | Powder | J.B. Chemicals
3068. [3068] Amoma Forte 50mcg | Powder | Emcure
3069. [3069] Nafsartan 2.5mg | Tablet | Micro Labs
3070. [3070] Merostin 1gm | Injection | Macleods
3071. [3071] Tigezosin A 400mg | Inhaler | J.B. Chemicals
3072. [3072] Vancnide 1000mg | Inhaler | Sun Pharma
3073. [3073] Cilcycline 2.5mg | Powder | Intas
3074. [3074] Cilpium 40mg | Capsule | Mankind
3075. [3075] Amllol 25mg | Inhaler | Aristo
3076. [3076] Tensone 75mg | Inhaler | Dr. Reddys
3077. [3077] Bacma 200mg | Sachet | Mankind
3078. [3078] Tenlukast 100mg | Injection | Novartis
3079. [3079] Cloxvir 75mg | Injection | USV
3080. [3080] Pivvir ER 800mg | Injection | Dr. Reddys
3081. [3081] Ticapride 1000mg | Syrup | GSK
3082. [3082] Glimmicin 75mg | Ointment | Abbott
3083. [3083] Pivmicin 25mg | Inhaler | Alkem
3084. [3084] Tazcet 40mg | Tablet | Aristo
3085. [3085] Ganpride O 1000mg | Tablet | Emcure
3086. [3086] Naftine 20ml | Inhaler | Biocon
3087. [3087] Azlotine 75mg | Cream | Mankind
3088. [3088] Panisolone O 200mg | Drops | Torrent
3089. [3089] Cetsetron D 1000mg | Inhaler | Abbott
3090. [3090] Dapcet 0.5mg | Powder | Glenmark
3091. [3091] Dorilone SR 10ml | Injection | Lupin
3092. [3092] Tazoprazole 20mg | Inhaler | Novartis
3093. [3093] Valtidine 20ml | Capsule | Biocon
3094. [3094] Linstin O 40mg | Tablet | Abbott
3095. [3095] Fosvir O 10mg | Inhaler | Lupin
3096. [3096] Cidlone 5ml | Cream | Abbott
3097. [3097] Rosuconazole O 800mg | Inhaler | Intas
3098. [3098] Linecillin 1mg | Ointment | Abbott
3099. [3099] Pivzolid 200mg | Tablet | Mankind
3100. [3100] Pivconazole 10ml | Ointment | Zydus Cadila
3101. [3101] Diclopium 40mg | Sachet | Ipca
3102. [3102] Panifenac D 200mcg | Injection | Novartis
3103. [3103] Methnide ER 5ml | Ointment | Novartis
3104. [3104] Sitxicam 2.5mg | Syrup | Sanofi
3105. [3105] Tazkacin D 1gm | Tablet | Mankind
3106. [3106] Ribapium 5mg | Sachet | Biocon
3107. [3107] Tazzolid O 0.5mg | Tablet | Novartis
3108. [3108] Pipkast D 150mg | Ointment | Intas
3109. [3109] Parastatin 10mg | Capsule | Emcure
3110. [3110] Glimzepam 0.5mg | Drops | FDC
3111. [3111] Tazoflozin 5ml | Drops | Sun Pharma
3112. [3112] Dacpitant Plus 25mg | Inhaler | FDC
3113. [3113] Atortidine 200mg | Sachet | Biocon
3114. [3114] Oxaprofen D 20ml | Sachet | Novartis
3115. [3115] Ledpine M 2gm | Inhaler | Aristo
3116. [3116] Linprofen SR 5ml | Capsule | Aurobindo
3117. [3117] Tigefungin 500mg | Injection | Mankind
3118. [3118] Panixacin 200mg | Inhaler | Glenmark
3119. [3119] Ampasvir 2.5mg | Sachet | Mankind
